,1,2,3
0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,0.6666666666666666,0.6666666666666666,0.6666666666666666
2,0.6666666666666666,0.6666666666666666,0.6666666666666666
3,0.6666666666666666,0.6666666666666666,0.6666666666666666
4,0.6666666666666666,0.6666666666666666,0.6666666666666666
5,0.6666666666666666,0.6666666666666666,0.6666666666666666
6,0.6666666666666666,0.6666666666666666,0.6666666666666666
7,0.6666666666666666,0.6666666666666666,0.6666666666666666
8,0.6666666666666666,0.6666666666666666,0.6666666666666666
9,0.6666666666666666,0.6666666666666666,0.6666666666666666
